Index	ID	Country	Latitude	Longitude	Age
3944	I16184	France	48.781655	6.48666	3350
3945	I1381	France	49.153	6.102	4250
3946	I1382	France	49.153	6.102	4195
3947	I1390	France	47.65	7.45	4331
3948	I1391_enhanced	France	47.57	7.18	4179
3949	I2575_enhanced	France	43.9655	5.8126	4323
3950	I1389_enhanced	France	47.39	7.271	4361
3951	I1389	France	47.39	7.271	4361
3952	I1388	France	45.46	6.213	4198
3953	I1392	France	47.56	7.52	4516
3954	I1391	France	47.96	7.3	4179
3955	I2575	France	43.9655	5.8126	4323
3956	BerryAuBac_enhanced_noUDG	France	49.24	3.54	7237
3957	BerryAuBac_noUDG	France	49.24	3.54	7237
3958	Chaudardes1_noUDG	France	49.24	3.46	8218
3959	I10342	France	44.476	6.369	3728
3960	I10343	France	44.476	6.369	3732
3961	I10347	France	44.476	6.369	3527
3962	I10348	France	44.476	6.369	3642
3963	I15028	France	47.523479	-3.154599	4218
3964	I15033	France	47.523479	-3.154599	3765
3965	I3874	France	44.476	6.369	4065
3966	I3875	France	44.476	6.369	3985
3967	I10345	France	44.476	6.369	4299
3968	PEN001_real2	France	43.81	7.51	7359
3969	PEN003	France	43.81	7.51	7363
3970	LBR001	France	43.7	6.99	6740
3971	LBR002	France	43.7	6.99	6991
3972	LBR003	France	43.7	6.99	6680
3973	LBR004	France	43.7	6.99	6797
3974	LBR005	France	43.7	6.99	7051
3975	PEN001_real1	France	43.81	7.51	7361
3976	I16247	France	48.8475	5.9472	4534
3977	RIX2.SG	France	47.74437	7.39683	3600
3978	BIS130.SG	France	48.09825	7.43701	3850
3979	BIS385.SG	France	48.09825	7.43701	3850
3980	OBE3626-1.SG	France	48.46226	7.48167	3774
3981	OBE3722.SG	France	48.46226	7.48167	3750
3982	PSS4170.SG	France	48.51852	3.59633	4030
3983	RIX15.SG	France	47.74437	7.39683	3600
3984	RIX4.SG	France	47.74437	7.39683	3664
3985	Mor6.SG	France	48.82027	7.62599	7019
3986	Schw432.SG	France	48.75563	7.59958	7031
3987	Schw72-15.SG	France	48.75563	7.59958	7025
3988	Jeb8.SG	France	48.00894	7.38445	2450
3989	NOR2B6.SG	France	48.44526	7.67118	2700
3990	NOR3-15.SG	France	48.44526	7.67118	2700
3991	NOR3-6.SG	France	48.44526	7.67118	2500
3992	NOR4.SG	France	48.44526	7.67118	2500
3993	I19356	France	48.80181	4.27874	2200
3994	I19357	France	48.80181	4.27874	2200
3995	I19358	France	48.80181	4.27874	2200
3996	I19359	France	48.80181	4.27874	2200
3997	I19362	France	48.80181	4.27874	2200
3998	I20813	France	48.80181	4.27874	2200
3999	I20815	France	48.80181	4.27874	2200
4000	I20817	France	48.80181	4.27874	2200
4001	I20827	France	48.80181	4.27874	2200
4002	I21399	France	48.80181	4.27874	2200
4003	I21400	France	48.80181	4.27874	2200
4004	I21402	France	48.80181	4.27874	2200
4005	I21931	France	48.80181	4.27874	2200
4006	I20812	France	48.80181	4.27874	2200
4007	I21403	France	48.80181	4.27874	2200
4008	I19361	France	48.80181	4.27874	2200
4009	I20811	France	48.80181	4.27874	2200
4010	I20816	France	48.80181	4.27874	2200
4011	I20828	France	48.80181	4.27874	2200
4012	I21401	France	48.80181	4.27874	2200
4013	I19363	France	48.80181	4.27874	2200
4014	I19360	France	48.80181	4.27874	2200
4015	COL11.SG	France	48.07935	7.35851	2290
4016	COL153A.SG	France	48.07935	7.35851	2290
4017	COL153i.SG	France	48.07935	7.35851	2290
4018	ERS1164.SG	France	48.42353	7.66326	2200
4019	ERS86.SG	France	48.42353	7.66326	2200
4020	ERS88.SG	France	48.42353	7.66326	2200
4021	NIED.SG	France	47.98479	7.39916	2825
4022	BERG02-2.SG	France	43.21817	2.4127	5867
4023	BERG157-2.SG	France	43.21817	2.4127	6050
4024	BERG157-7.SG	France	43.21817	2.4127	6112
4025	BUCH2.SG	France	48.23569	4.11263	6250
4026	PSS4693.SG	France	48.51852	3.59633	5396
4027	ROS102.SG	France	48.49666	7.47052	6600
4028	ROS45.SG	France	48.49666	7.47052	6644
4029	ROS78.SG	France	48.49666	7.47052	6600
4030	ROS82.SG	France	48.49666	7.47052	6619
4031	WET370.SG	France	48.0578	7.3	5494
4032	MDV248.SG	France	49.41905	4.00774	6963
4033	ATT26.SG	France	49.41303	3.0484	2200
4034	BFM265.SG	France	49.39009	3.39243	2175
4035	CBV95.SG	France	49.36232	3.46272	4447
4036	BLP10.SG	France	49.39246	3.73641	6065
4037	Es97-1.SG	France	50.91781	1.7131	6500
4038	Iboussieres25-1_noUDG	France	44.29	4.46	11675
4039	Iboussieres31-2_noUDG	France	44.29	4.46	11675
4040	Iboussieres39_noUDG_d	France	44.29	4.46	11741
4041	TORTF.SG	France	43.149777	3.060539	3861
4042	TORTC.SG	France	43.149777	3.060539	4476
4043	TORTD.SG	France	43.149777	3.060539	4973
4044	TORTE.SG	France	43.149777	3.060539	4574
4045	GBVPL.SG	France	43.14915	3.060582	4474
4046	GBVPK.SG	France	43.14915	3.060582	4336
4047	GBVPO.SG	France	43.14915	3.060582	3598
4048	ROUQCC.SG	France	43.594016	3.91929	5346
4049	ROUQEE.SG	France	43.594016	3.91929	5047
4050	ROUQFF.SG	France	43.594016	3.91929	5166
4051	ROUQHH.SG	France	43.594016	3.91929	5163
4052	ROUQV.SG	France	43.594016	3.91929	5159
4053	ROUQW.SG	France	43.594016	3.91929	5165
4054	LesCloseaux13_noUDG	France	48.52	2.11	9933
4055	I18428	France	48.236385	4.078263	5400
4056	I18426	France	48.236385	4.078263	5396
4057	I18427	France	48.236385	4.078263	5400
4058	MAS15.SG	France	43.14915	3.060582	4950
4059	I10344	France	44.476	6.369	3314
4060	I15027	France	47.473408	-3.108411	685
4061	FLR001	France	49.19	-0.38	6414
4062	FLR002	France	49.19	-0.38	5972
4063	FLR003	France	49.19	-0.38	6376
4064	FLR004	France	49.19	-0.38	6512
4065	FLR005	France	49.19	-0.38	6301
4066	FLR007	France	49.19	-0.38	6326
4067	FLR010	France	49.19	-0.38	6345
4068	FLR013	France	49.19	-0.38	6356
4069	FLR014	France	49.19	-0.38	6426
4070	GRG003	France	47.97	3.56	6450
4071	GRG008	France	47.97	3.56	6450
4072	GRG015	France	47.97	3.56	6450
4073	GRG016	France	47.97	3.56	6407
4074	GRG018	France	47.97	3.56	6593
4075	GRG019	France	47.97	3.56	6450
4076	GRG021	France	47.97	3.56	6450
4077	GRG022	France	47.97	3.56	6450
4078	GRG023	France	47.97	3.56	6450
4079	GRG025	France	47.97	3.56	6450
4080	GRG027	France	47.97	3.56	6690
4081	GRG028	France	47.97	3.56	6671
4082	GRG032	France	47.97	3.56	6088
4083	GRG035	France	47.97	3.56	6450
4084	GRG041	France	47.97	3.56	6450
4085	GRG043	France	47.97	3.56	6450
4086	GRG047	France	47.97	3.56	6450
4087	GRG049	France	47.97	3.56	6571
4088	GRG050	France	47.97	3.56	6450
4089	GRG052	France	47.97	3.56	6450
4090	GRG056	France	47.97	3.56	6450
4091	GRG057	France	47.97	3.56	6615
4092	OBN002	France	48.46	7.48	6700
4093	OBN004	France	48.46	7.48	6528
4094	OBN005	France	48.46	7.48	6888
4095	OBN006	France	48.46	7.48	7026
4096	OBN007	France	48.46	7.48	6377
4097	OBN008	France	48.46	7.48	6543
4098	OBN009	France	48.46	7.48	6398
4099	OBN010	France	48.46	7.48	6700
4100	OBN011	France	48.46	7.48	6549
4101	PRI001	France	46.15	-0.48	6218
4102	PRI005	France	46.15	-0.48	6150
4103	PRI006	France	46.15	-0.48	6150
4104	I4303	France	43.457	5.863	6624
4105	I4304	France	43.457	5.863	6637
4106	I4305	France	43.457	5.863	6680
4107	I4308	France	43.34	5.06	5450
4108	OBN001	France	48.46	7.48	6609
4109	OBN003	France	48.46	7.48	6544
4110	1H06.SG	France	48.858874	3.996466	5115
4111	2H17.SG	France	48.858472	3.995887	5157
4112	2H06.SG	France	48.858472	3.995887	5164
4113	2H11.SG	France	48.858472	3.995887	5162
4114	1H04.SG	France	48.858874	3.996466	4851
4115	1H07.SG	France	48.858874	3.996466	5166
4116	1H13.SG	France	48.858874	3.996466	4950
4117	1H14.SG	France	48.858874	3.996466	5160
4118	2H07.SG	France	48.858472	3.995887	5184
4119	2H10.SG	France	48.858472	3.995887	5165
4120	2HC51961131.SG	France	48.858472	3.995887	5161
4121	I15029	France	47.523479	-3.154599	5700
4122	I15030	France	47.523479	-3.154599	5700
4123	I15031	France	47.523479	-3.154599	5700
4124	I15032	France	47.523479	-3.154599	5700
4125	I15035	France	47.523479	-3.154599	5000
4126	I15034	France	47.523479	-3.154599	5000
4127	PER3123.SG	France	45.77	0.33	9050
4128	PER3023.SG	France	45.77	0.33	9050
4129	PER503.SG	France	45.77	0.33	9050
4130	EUG11.SG	France	43.162	2.3116	3882
4131	PIR3037AB.SG	France	43.2516	3.2202	3995
4132	PIR3116B.SG	France	43.2516	3.2202	4170
4133	QUIN234.SG	France	43.29568	1.96175	3600
4134	QUIN58.SG	France	43.29568	1.96175	3600
4135	BES1248.SG	France	43.3614	3.42701	2450
4136	PECH5.SG	France	43.04563	2.95644	2400
4137	PECH8.SG	France	43.04563	2.95644	2400
4138	PEY163.SG	France	43.31137	3.48196	2250
4139	PEY53.SG	France	43.31137	3.48196	2250
4140	PT2.SG	France	43.84402	4.03237	2375
4141	PEI10.SG	France	43.1355	2.2519	4736
4142	PEI2.SG	France	43.1355	2.2519	4750
4143	Pir6.SG	France	43.2516	3.2202	3584
4144	CRE20D.SG	France	43.2051	3.1308	6250
4145	Pir4.SG	France	43.2516	3.2202	6293
4146	I16782	France	47.530731	-3.138309	3950
4147	Ranchot88_noUDG	France	47.91	5.43	10134
4148	Rigney1_noUDG	France	47.23	6.1	15458
4149	Rochedane	France	47.21	6.45	13027
4150	Rochedane_Fu2016	France	47.21	6.45	13027
4151	I13620	France	43.53	5.27	2250
4152	I13621	France	43.53	5.27	2250
4153	I13623	France	43.53	5.27	2250
4154	I19916	France	43.53	5.27	2250
4155	I19917	France	43.53	5.27	2250
4156	I19918	France	43.53	5.27	2250
4157	I13720	France	43.53	5.27	2250
4159	TAP002_noUDG	French Polynesia	-16.83625	-151.3585722	203
4160	TAP004_noUDG	French Polynesia	-16.83625	-151.3585722	228
4161	TAP003	French Polynesia	-16.83625	-151.3585722	366
4284	KK1_noUDG.SG	Georgia	42.28	43.28	9678
4285	SATP_noUDG.SG	Georgia	42.38	42.59	13282
4288	IND001.A_noUDG	Germany	50.846122	6.357818	1350
4289	IND002.A_noUDG	Germany	50.846122	6.357818	1350
4290	IND003.A_noUDG	Germany	50.846122	6.357818	1350
4291	IND004.A_noUDG	Germany	50.846122	6.357818	1350
4292	IND005.A_noUDG	Germany	50.846122	6.357818	1350
4293	IND006.A_noUDG	Germany	50.846122	6.357818	1350
4294	IND007.A_noUDG	Germany	50.846122	6.357818	1350
4295	IND010.A_noUDG	Germany	50.846122	6.357818	1350
4296	IND011.A_noUDG	Germany	50.846122	6.357818	1350
4297	IND012.A_noUDG	Germany	50.846122	6.357818	1350
4298	IND013.A_noUDG	Germany	50.846122	6.357818	1350
4299	IND014.A_noUDG	Germany	50.846122	6.357818	1350
4300	IND015.A_noUDG	Germany	50.846122	6.357818	1350
4301	IND016.A_noUDG	Germany	50.846122	6.357818	1350
4302	IND017.A_noUDG	Germany	50.846122	6.357818	1350
4303	IND008.A_noUDG	Germany	50.846122	6.357818	1350
4304	IND009.A_noUDG	Germany	50.846122	6.357818	1350
4305	ADN002_noUDG	Germany	52.359733	9.869503	1150
4306	ADN004_noUDG	Germany	52.359733	9.869503	1150
4307	ADN005_noUDG	Germany	52.359733	9.869503	1150
4308	ADN006_noUDG	Germany	52.359733	9.869503	1150
4309	ADN007_noUDG	Germany	52.359733	9.869503	1150
4310	ADN008_noUDG	Germany	52.359733	9.869503	1150
4311	ADN010_noUDG	Germany	52.359733	9.869503	1150
4312	ADN011_noUDG	Germany	52.359733	9.869503	1150
4313	ADN012_noUDG	Germany	52.359733	9.869503	1150
4314	ADN014_noUDG	Germany	52.359733	9.869503	1150
4315	ADN015_noUDG	Germany	52.359733	9.869503	1150
4316	ADN003_noUDG	Germany	52.359733	9.869503	1150
4317	ADN009_noUDG	Germany	52.359733	9.869503	1150
4318	ADN001_noUDG	Germany	52.359733	9.869503	1150
4319	ADN013_noUDG	Germany	52.359733	9.869503	1150
4320	RISE471_noUDG.SG	Germany	48.17	10.814	3543
4321	I0108	Germany	51.45	11.54	4399
4322	I0111	Germany	51.45	11.54	4303
4323	I0112	Germany	51.791	11.141	4224
4324	I0113	Germany	51.791	11.141	4146
4325	I0806	Germany	51.79	11.14	4217
4326	I1546	Germany	51.82	10.91	4225
4327	I1549	Germany	51.82	10.91	4225
4328	I3588	Germany	48.8833	12.5332	4175
4329	I3589	Germany	48.8833	12.5332	4175
4330	I3590	Germany	48.8833	12.5332	4186
4331	I3594	Germany	48.8833	12.5332	4175
4332	I3600	Germany	48.8833	12.5332	4175
4333	I3601	Germany	48.8833	12.5332	4175
4334	I4134	Germany	48.691	13.016	4200
4335	I4143	Germany	48.663	12.707	4267
4336	I4144	Germany	48.691	13.016	4411
4337	I5014	Germany	48.711	11.453	4200
4338	I5023	Germany	48.691	13.016	4200
4339	I5523	Germany	48.663	12.707	4250
4340	I5524	Germany	48.663	12.707	4250
4341	I5525	Germany	48.663	12.707	4250
4342	I5527	Germany	48.711	11.453	4250
4343	I5529	Germany	48.691	13.016	4250
4344	I5531	Germany	48.705913	11.325375	4250
4345	I5658	Germany	48.841	12.75	4200
4346	I5659	Germany	48.841	12.75	4200
4347	I5833	Germany	48.841	12.75	4200
4348	I5834	Germany	48.841	12.75	4200
4349	I5836	Germany	49.652887	8.327682	4250
4350	I6482	Germany	48.705913	11.325375	4250
4351	I6590	Germany	48.841	12.75	4200
4352	I6591	Germany	48.841	12.75	4200
4353	I6624	Germany	48.841	12.75	4200
4354	I1530	Germany	51.45	11.54	4222
4355	I3593	Germany	48.8833	12.5332	4207
4356	I3597	Germany	48.8833	12.5332	4175
4357	I5526	Germany	48.663	12.707	4250
4358	I5657	Germany	48.841	12.75	4200
4359	I4248	Germany	48.841	12.75	4200
4360	I5660	Germany	48.841	12.75	4200
4361	I3599	Germany	48.8833	12.5332	4175
4362	I0805	Germany	51.79	11.14	4252
4363	I3592	Germany	48.8833	12.5332	4260
4364	RISE564_noUDG.SG	Germany	48.691	13.016	4200
4365	RISE562_noUDG.SG	Germany	48.663	12.707	4267
4366	RISE563_noUDG.SG	Germany	48.691	13.016	4411
4367	I5835	Germany	48.841	12.75	4200
4368	I5019	Germany	48.6639	13.0736	4200
4369	I5530	Germany	48.705913	11.325375	4250
4370	I5656	Germany	48.841	12.75	4200
4371	I6481	Germany	48.705913	11.325375	4250
4372	I0060	Germany	51.45	11.54	4214
4373	I3602	Germany	48.8833	12.5332	4175
4374	I3604	Germany	48.6639	13.0736	4200
4375	I4249	Germany	48.841	12.75	4186
4376	I4250	Germany	48.841	12.75	4220
4377	I5655	Germany	48.841	12.75	4200
4378	I5661	Germany	48.841	12.75	4200
4379	I5663	Germany	48.841	12.75	4200
4380	I3596	Germany	48.8833	12.5332	4175
4381	I3607	Germany	48.6639	13.0736	4200
4382	I0059	Germany	51.82	10.91	4179
4383	I0171	Germany	51.82	10.91	4118
4384	I1563	Germany	51.358333	7.551111	5448
4385	I1593	Germany	51.358333	7.551111	5527
4386	I1594	Germany	51.358333	7.551111	5140
4387	I1565	Germany	51.358333	7.551111	5674
4388	Bockstein_noUDG	Germany	48.33	10.09	8205
4389	Brillenhohle_noUDG_d	Germany	48.24	9.46	14817
4390	Burkhardtshohle_noUDG	Germany	48.32	9.35	14620
4391	I0049	Germany	51.42	11.68	4295
4392	I0103	Germany	51.42	11.68	4472
4393	I0104	Germany	51.42	11.68	4358
4394	I0106	Germany	51.42	11.68	4297
4395	I1532	Germany	51.42	11.68	4225
4396	I1536	Germany	51.42	11.68	4225
4397	I1538	Germany	51.42	11.68	4225
4398	I1539	Germany	51.42	11.68	4420
4399	I1542	Germany	51.42	11.68	4225
4400	I1544	Germany	51.42	11.68	4225
4401	I1541	Germany	51.42	11.68	4225
4402	I1540	Germany	51.42	11.68	4225
4403	RISE435_noUDG.SG	Germany	48.932	12.259	4627
4404	RISE436_noUDG.SG	Germany	48.932	12.259	4671
4405	RISE434_noUDG.SG	Germany	48.932	12.259	4703
4406	RISE446_noUDG.SG	Germany	50.009	10.18	4486
4407	DRU001.A_noUDG	Germany	52.81474	8.192343	1200
4408	DRU002.A_noUDG	Germany	52.81474	8.192343	1200
4409	DRU003.A_noUDG	Germany	52.81474	8.192343	1200
4410	DRU004.A_noUDG	Germany	52.81474	8.192343	1200
4411	DRU005.A_noUDG	Germany	52.81474	8.192343	1200
4412	DRU006.A_noUDG	Germany	52.81474	8.192343	1200
4413	DRU007.A_noUDG	Germany	52.81474	8.192343	1200
4414	DRU008.A_noUDG	Germany	52.81474	8.192343	1200
4415	DRU009.A_noUDG	Germany	52.81474	8.192343	1200
4416	DRU011.A_noUDG	Germany	52.81474	8.192343	1200
4417	DRU012.A_noUDG	Germany	52.81474	8.192343	1200
4418	DRU013.A_noUDG	Germany	52.81474	8.192343	1200
4419	DRU015.A_noUDG	Germany	52.81474	8.192343	1200
4420	DRU016.A_noUDG	Germany	52.81474	8.192343	1200
4421	DRU017.A_noUDG	Germany	52.81474	8.192343	1200
4422	DRU018.A_noUDG	Germany	52.81474	8.192343	1200
4423	DRU014.A_noUDG	Germany	52.81474	8.192343	1200
4424	DUN002.A_noUDG	Germany	53.596232	7.645448	1050
4425	DUN005.A_noUDG	Germany	53.596232	7.645448	1050
4426	DUN006.A_noUDG	Germany	53.596232	7.645448	1050
4427	DUN007.A_noUDG	Germany	53.596232	7.645448	1050
4428	DUN008.A_noUDG	Germany	53.596232	7.645448	1050
4429	DUN009.A_noUDG	Germany	53.596232	7.645448	1050
4430	DUN010.A_noUDG	Germany	53.596232	7.645448	1050
4431	DUN011.A_noUDG	Germany	53.596232	7.645448	1050
4432	DUN012.A_noUDG	Germany	53.596232	7.645448	1050
4433	DUN013.A_noUDG	Germany	53.596232	7.645448	1050
4434	DUN001.B_noUDG	Germany	53.596232	7.645448	1050
4435	DUN001.A_noUDG	Germany	53.596232	7.645448	1050
4436	DUN003.A_noUDG	Germany	53.596232	7.645448	1050
4437	NIEcap1	Germany	48.541111	10.233056	1345
4438	NIEcap9	Germany	48.541111	10.233056	1345
4439	NIEcap3a	Germany	48.541111	10.233056	1345
4440	NIEcap12a	Germany	48.541111	10.233056	1345
4441	NIEcap12c	Germany	48.541111	10.233056	1345
4442	NIEcap3b	Germany	48.541111	10.233056	1345
4443	NIEcap3c	Germany	48.541111	10.233056	1345
4444	NIEcap12b	Germany	48.541111	10.233056	1345
4445	NIEcap6	Germany	48.541111	10.233056	1345
4446	NIEcap10	Germany	48.541111	10.233056	1345
4447	NIEcap2	Germany	48.541111	10.233056	1345
4448	NIEcap5	Germany	48.541111	10.233056	1345
4449	AED125b_noUDG.SG	Germany	48.296	11.903	1498
4450	AEHIb_noUDG.SG	Germany	48.909	12.201	1503
4451	NW54_noUDG.SG	Germany	48.98	12.14	1482
4452	STR300b_noUDG.SG	Germany	48.89	12.57	1430
4453	STR310_noUDG.SG	Germany	48.89	12.57	1430
4454	STR502b_noUDG.SG	Germany	48.89	12.57	1364
4455	STR535_noUDG.SG	Germany	48.89	12.57	1483
4456	AED1108_noUDG.SG	Germany	48.296	11.903	1469
4457	STR328c_noUDG.SG	Germany	48.89	12.57	1497
4458	AED1135b_noUDG.SG	Germany	48.296	11.903	1445
4459	AED249_noUDG.SG	Germany	48.296	11.903	1455
4460	AED513_noUDG.SG	Germany	48.296	11.903	1525
4461	STR228_noUDG.SG	Germany	48.89	12.57	1471
4462	STR248b_noUDG.SG	Germany	48.89	12.57	1405
4463	STR360c_noUDG.SG	Germany	48.89	12.57	1430
4464	AED106_noUDG.SG	Germany	48.296	11.903	1455
4465	AED1119_noUDG.SG	Germany	48.296	11.903	1430
4466	AED204_noUDG.SG	Germany	48.296	11.903	1455
4467	AED432b_noUDG.SG	Germany	48.296	11.903	1445
4468	AED92b_noUDG.SG	Germany	48.296	11.903	1455
4469	Alh1_noUDG.SG	Germany	48.58	12.2	1500
4470	Alh10_noUDG.SG	Germany	48.58	12.2	1477
4471	Alh2_noUDG.SG	Germany	48.58	12.2	1529
4472	Alh3a_noUDG.SG	Germany	48.58	12.2	1491
4473	BIM33_noUDG.SG	Germany	49.01	12.15	1475
4474	BIM37b_noUDG.SG	Germany	49.01	12.15	1350
4475	NW255a_noUDG.SG	Germany	48.98	12.14	1467
4476	STR220c_noUDG.SG	Germany	48.89	12.57	1445
4477	STR241_noUDG.SG	Germany	48.89	12.57	1455
4478	STR266b_noUDG.SG	Germany	48.89	12.57	1430
4479	STR316b_noUDG.SG	Germany	48.89	12.57	1455
4480	STR355c_noUDG.SG	Germany	48.89	12.57	1430
4481	STR393b_noUDG.SG	Germany	48.89	12.57	1455
4482	STR480_noUDG.SG	Germany	48.89	12.57	1430
4483	STR486_noUDG.SG	Germany	48.89	12.57	1455
4484	STR491_noUDG.SG	Germany	48.89	12.57	1430
4485	I0115	Germany	51.42	11.68	3815
4486	I0116	Germany	51.42	11.68	3978
4487	I0117	Germany	51.42	11.68	4092
4488	I0164	Germany	51.793	11.143	3906
4489	I0803	Germany	51.167663	11.847527	3977
4490	I0804	Germany	51.167663	11.847527	4010
4491	I0114	Germany	51.42	11.68	4002
4492	I0047	Germany	51.89583333	11.04666667	3923
4493	HBS002	Germany	51.9	11.05	6975
4494	HBS004	Germany	51.9	11.05	6975
4495	HBS005	Germany	51.9	11.05	6975
4496	HBS006	Germany	51.9	11.05	6975
4497	HBS007	Germany	51.9	11.05	6975
4498	HBS008	Germany	51.9	11.05	6975
4499	HBS009	Germany	51.9	11.05	6975
4500	I0018	Germany	48.78	9.18	7168
4501	I0022	Germany	48.78	9.18	7125
4502	I0025	Germany	48.78	9.18	7125
4503	I0026	Germany	48.78	9.18	7125
4504	I0054	Germany	51.66	11.53	7074
4505	I0056	Germany	51.89583333	11.04666667	7059
4506	I0100	Germany	51.89583333	11.04666667	6944
4507	I0795	Germany	51.28305556	11.65	7071
4508	I0797	Germany	51.28305556	11.65	7125
4509	I2014	Germany	51.89583333	11.04666667	6946
4510	I2022	Germany	51.89583333	11.04666667	7125
4511	SCH001	Germany	49.39	8.57	7050
4512	SCH004	Germany	49.39	8.57	7050
4513	SCH007	Germany	49.39	8.57	7050
4514	SCH009	Germany	49.39	8.57	7050
4515	SCH010	Germany	49.39	8.57	7050
4516	SCH011	Germany	49.39	8.57	7050
4517	SCH014	Germany	49.39	8.57	7050
4518	SCH015	Germany	49.39	8.57	7050
4519	SCH016	Germany	49.39	8.57	7091
4520	SCH018	Germany	49.39	8.57	7045
4521	SMH004	Germany	48.78	9.18	7116
4522	XN164	Germany	48.78	9.18	7110
4523	XN165	Germany	48.78	9.18	7099
4524	XN166	Germany	48.78	9.18	7100
4525	XN167	Germany	48.78	9.18	7176
4526	XN168	Germany	48.78	9.18	7093
4527	XN169	Germany	48.78	9.18	7081
4528	XN170	Germany	48.78	9.18	7024
4529	XN171	Germany	48.78	9.18	7106
4530	XN172	Germany	48.78	9.18	7101
4531	XN173	Germany	48.78	9.18	7060
4532	XN174	Germany	48.78	9.18	6800
4533	XN175	Germany	48.78	9.18	7092
4534	XN178	Germany	48.78	9.18	7100
4535	XN180	Germany	48.78	9.18	7068
4536	XN182	Germany	48.78	9.18	7069
4537	XN183	Germany	48.78	9.18	7152
4538	XN188	Germany	48.78	9.18	7130
4539	XN191	Germany	48.78	9.18	7199
4540	XN205	Germany	48.78	9.18	7100
4541	XN206	Germany	48.78	9.18	7086
4542	XN207	Germany	48.78	9.18	7100
4543	XN211	Germany	48.78	9.18	7068
4544	XN215	Germany	48.78	9.18	7010
4545	XN224	Germany	48.78	9.18	7091
4546	XN225	Germany	48.78	9.18	7100
4547	I2020	Germany	51.89583333	11.04666667	7125
4548	I0046	Germany	51.89583333	11.04666667	7041
4549	I0048	Germany	51.89583333	11.04666667	7057
4550	I0057	Germany	51.89583333	11.04666667	7070
4551	I0659	Germany	51.89583333	11.04666667	7031
4552	I0821	Germany	51.89583333	11.04666667	6938
4553	I1550	Germany	51.89583333	11.04666667	7125
4554	I2008	Germany	51.89583333	11.04666667	7041
4555	I2017	Germany	51.89583333	11.04666667	7125
4556	I2026	Germany	51.89583333	11.04666667	7125
4557	I2029	Germany	51.89583333	11.04666667	7100
4558	I2030	Germany	51.89583333	11.04666667	7125
4559	I2032	Germany	51.89583333	11.04666667	7125
4560	I2036	Germany	51.89583333	11.04666667	7125
4561	I2037	Germany	51.89583333	11.04666667	7050
4562	I2038	Germany	51.89583333	11.04666667	7125
4563	I2016	Germany	51.89583333	11.04666667	7125
4564	I2005	Germany	51.89583333	11.04666667	7100
4565	I2021	Germany	51.89583333	11.04666667	7125
4566	Stuttgart.DG	Germany	48.78	9.18	7168
4567	Falkenstein_noUDG	Germany	48.06	9.04	9161
4568	Falkenstein_noUDG_d	Germany	48.06	9.04	9161
4569	HID001.A_noUDG	Germany	52.280438	9.712492	1550
4570	HID002.A_noUDG	Germany	52.280438	9.712492	1550
4571	HID003_noUDG	Germany	52.280438	9.712492	1550
4572	HID004_noUDG	Germany	52.280438	9.712492	1550
4573	HID001.B_noUDG	Germany	52.280438	9.712492	1550
4574	HID002.B_noUDG	Germany	52.280438	9.712492	1550
4575	HohleFels49_noUDG_d	Germany	48.22	9.45	15491
4576	HohleFels79_noUDG_d	Germany	48.22	9.45	14691
4577	ISS001_noUDG	Germany	53.48764	9.513178	1550
4578	ISS002_noUDG	Germany	53.48764	9.513178	1550
4579	I0099	Germany	51.89583333	11.04666667	3024
4580	AMP_1_d	Germany	48.22281	10.87337	4356
4581	HUGO_167	Germany	48.32852	10.89819	4089
4582	HUGO_168_d	Germany	48.32852	10.89819	4167
4583	HUGO_169Sk1_d	Germany	48.32852	10.89819	4385
4584	HUGO_171_d	Germany	48.32852	10.89819	4203
4585	HUGO_180Sk1_d	Germany	48.32852	10.89819	4289
4586	HUGO_190_d	Germany	48.32852	10.89819	4103
4587	I4124	Germany	48.33	10.895	4278
4588	I5519	Germany	48.33	10.895	4200
4589	I5520	Germany	48.33	10.895	4250
4590	I5521	Germany	48.33	10.895	4250
4591	UNTA58_68Sk1	Germany	48.31966	10.89153	4250
4592	UNTA58_68Sk2_d	Germany	48.31966	10.89153	4347
4593	UNTA85_1343	Germany	48.31966	10.89153	4208
4594	WEHR_1192SkA	Germany	48.25283	10.80879	4193
4595	I5522	Germany	48.33	10.895	4250
4596	AMP_1	Germany	48.22281	10.87337	4356
4597	HUGO_180Sk1	Germany	48.32852	10.89819	4289
4598	RISE559_noUDG.SG	Germany	48.33	10.895	4278
4599	I4132	Germany	48.33	10.895	4200
4600	RISE560_noUDG.SG	Germany	48.33	10.895	4200
4601	UNTA58_67_d	Germany	48.31966	10.89153	4242
4602	UNTA85_1336_d	Germany	48.31966	10.89153	4334
4603	HUGO_168	Germany	48.32852	10.89819	4167
4604	HUGO_171	Germany	48.32852	10.89819	4203
4605	HUGO_190	Germany	48.32852	10.89819	4103
4606	UNTA58_68Sk2	Germany	48.31966	10.89153	4347
4607	UNTA85_1336	Germany	48.31966	10.89153	4334
4608	HUGO_180Sk2_d	Germany	48.32852	10.89819	4307
4609	HUGO_180Sk2	Germany	48.32852	10.89819	4307
4610	UNTA121_FK61	Germany	48.31181	10.88969	4795
4611	UNTA89_FK231	Germany	48.31707	10.88882	4704
4612	AITI_119	Germany	48.22281	10.84499	3747
4613	AITI_120	Germany	48.22281	10.84499	3662
